compound,ra,rb,fe,bg,a,b,c,shape
YDyO3,1.08,0.91,-2.911,1.445,4.263,4.263,4.263,cubic
CaThO3,1.34,0.94,-3.203,1.603,4.558,4.558,4.558,cubic
PdBeO3,0.62,0.45,-0.685,0.0,3.461,3.461,3.461,cubic
SrGeO3,1.44,0.53,-2.434,0.308,3.836,3.836,3.836,cubic
AuWO3,0.93,0.63,-1.355,0.0,3.928,3.928,3.928,cubic
ThTmO3,1.21,1.03,-3.086,0.0,4.218,4.218,4.218,cubic
GdHoO3,1.11,0.9,-3.015,1.648,4.243,4.243,4.243,cubic
TeGdO3,0.77,0.94,-1.42,0.0,4.375,4.375,4.375,cubic
AlZnO3,0.54,0.74,-0.72,0.0,3.732,3.732,3.732,cubic
VRhO3,0.79,0.6,-0.75,0.0,3.878,3.878,3.878,cubic
MoReO3,0.65,0.63,-0.597,0.0,3.914,3.914,3.914,cubic
PaDyO3,0.95,0.99,-2.379,0.0,4.279,4.279,4.279,cubic
NpWO3,0.98,0.63,-2.323,0.0,4.0,4.0,4.0,cubic
ZnMnO3,0.9,0.53,-1.171,0.0,3.707,3.707,3.707,cubic
YbAcO3,1.04,1.12,-2.392,0.0,4.588,4.588,4.588,cubic
PtReO3,0.67,0.57,-0.552,0.0,3.882,3.882,3.882,cubic
HfNbO3,0.83,0.72,-1.795,0.0,4.003,4.003,4.003,cubic
AuBO3,0.93,0.27,-0.121,0.0,3.465,3.465,3.465,cubic
GeUO3,0.73,0.89,-2.198,0.0,4.319,4.319,4.319,cubic
UCeO3,1.03,1.01,-2.258,0.0,4.547,4.547,4.547,cubic
PdMnO3,0.86,0.53,-0.738,0.0,3.771,3.771,3.771,cubic
NbScO3,0.72,0.75,-1.948,0.0,3.956,3.956,3.956,cubic
HoErO3,1.12,0.89,-2.975,1.68,4.208,4.208,4.208,cubic
ErTaO3,1.06,0.72,-2.629,0.0,3.998,3.998,3.998,cubic
OsSrO3,0.57,1.18,0.57,0.0,4.413,4.413,4.413,cubic
YbCdO3,1.04,0.95,-1.374,0.0,4.056,4.056,4.056,cubic
AlCrO3,0.54,0.62,-1.534,0.0,3.745,3.745,3.745,cubic
HoZrO3,1.12,0.72,-2.936,0.0,4.12,4.12,4.12,cubic
RePtO3,0.57,0.67,0.629,0.0,3.981,3.981,3.981,cubic
RuBiO3,0.62,0.9,-0.047,0.0,4.22,4.22,4.22,cubic
GdSiO3,1.11,0.4,-2.666,0.0,3.702,3.702,3.702,cubic
RhNiO3,0.67,0.6,-0.036,0.0,3.69,3.69,3.69,cubic
NiTeO3,0.69,0.97,-0.257,0.0,4.032,4.032,4.032,cubic
AuDyO3,0.93,0.99,-1.071,0.0,4.326,4.326,4.326,cubic
NiSnO3,0.69,0.69,-0.582,0.0,3.991,3.991,3.991,cubic
GeNpO3,0.63,0.86,-1.883,0.0,4.308,4.308,4.308,cubic
PmSbO3,1.14,0.68,-1.884,0.0,4.228,4.228,4.228,cubic
TbTeO3,1.1,0.97,-1.32,0.0,4.234,4.234,4.234,cubic
AuNiO3,0.93,0.59,0.038,0.0,3.764,3.764,3.764,cubic
ZrBeO3,0.89,0.45,-2.706,0.944,3.44,3.44,3.44,cubic
ZrGdO3,0.89,0.94,-2.034,0.0,4.298,4.298,4.298,cubic
VErO3,0.72,0.89,-1.826,0.0,4.228,4.228,4.228,cubic
TlCeO3,1.7,0.94,-1.526,0.0,4.633,4.633,4.633,cubic
TbThO3,1.1,0.94,-2.666,0.0,4.551,4.551,4.551,cubic
InCrO3,0.92,0.49,-1.622,0.0,3.821,3.821,3.821,cubic
RuScO3,0.62,0.75,-1.259,0.0,4.006,4.006,4.006,cubic
SmHoO3,1.24,0.9,-3.077,1.81,4.252,4.252,4.252,cubic
RuNdO3,0.62,0.98,-0.707,0.0,4.435,4.435,4.435,cubic
SbAsO3,0.76,0.58,-0.813,0.0,3.975,3.975,3.975,cubic
AcBO3,1.12,0.27,-2.316,1.071,3.693,3.693,3.693,cubic
HoTaO3,1.12,0.68,-2.654,0.0,4.001,4.001,4.001,cubic
LiHoO3,0.92,0.9,-1.91,0.0,4.321,4.321,4.321,cubic
MoTeO3,0.73,0.77,-0.22,0.0,4.152,4.152,4.152,cubic
ReThO3,0.57,0.94,-1.156,0.0,4.538,4.538,4.538,cubic
RbAlO3,1.72,0.54,-1.714,0.0,3.887,3.887,3.887,cubic
CoRuO3,0.9,0.62,-0.571,0.0,3.847,3.847,3.847,cubic
HfTiO3,0.83,0.61,-2.353,0.0,3.831,3.831,3.831,cubic
GaNiO3,0.62,0.6,-0.575,0.0,3.651,3.651,3.651,cubic
DySmO3,1.08,0.96,-2.635,0.893,4.38,4.38,4.38,cubic
GeSmO3,0.63,0.96,-1.457,0.0,4.381,4.381,4.381,cubic
GdLaO3,1.11,1.03,-2.493,0.402,4.515,4.515,4.515,cubic
TlNaO3,1.7,1.02,0.16,0.0,4.049,4.049,4.049,cubic
ThHgO3,1.21,1.02,-1.331,0.0,4.248,4.248,4.248,cubic
Cd2O3,1.31,0.95,-0.301,0.0,4.09,4.09,4.09,cubic
ZnTiO3,0.9,0.61,-2.074,0.0,3.827,3.827,3.827,cubic
Ta2O3,0.74,0.68,-1.403,0.0,3.987,3.987,3.987,cubic
RbSiO3,1.72,0.4,-1.735,0.0,3.74,3.74,3.74,cubic
AuMnO3,0.93,0.62,-0.62,0.0,3.815,3.815,3.815,cubic
RhSmO3,0.67,0.96,-0.862,0.0,4.389,4.389,4.389,cubic
UTeO3,1.17,0.97,-1.458,0.0,4.263,4.263,4.263,cubic
TlMoO3,1.7,0.61,-1.74,0.0,3.999,3.999,3.999,cubic
TaReO3,0.74,0.58,-0.503,0.0,3.911,3.911,3.911,cubic
TbDyO3,0.88,1.07,-2.802,1.746,4.263,4.263,4.263,cubic
ZrHfO3,0.89,0.71,-2.568,0.0,4.061,4.061,4.061,cubic
PaCaO3,0.95,1.0,-1.826,0.0,4.158,4.158,4.158,cubic
GeMnO3,0.73,0.53,-1.236,0.0,3.76,3.76,3.76,cubic
ErPaO3,1.06,0.91,-2.339,0.0,4.46,4.46,4.46,cubic
TcCoO3,0.6,0.63,-0.368,0.0,3.667,3.667,3.667,cubic
HfThO3,0.83,0.94,-1.986,0.0,4.534,4.534,4.534,cubic
ScCrO3,0.87,0.49,-2.486,0.436,3.768,3.768,3.768,cubic
VNbO3,0.79,0.68,-2.035,0.0,3.989,3.989,3.989,cubic
PaMoO3,0.95,0.62,-1.715,0.0,4.017,4.017,4.017,cubic
LiRbO3,0.92,1.52,0.449,0.0,4.336,4.336,4.336,cubic
CrLuO3,0.57,0.86,-1.847,0.0,4.199,4.199,4.199,cubic
YMoO3,1.08,0.69,-2.285,0.0,3.956,3.956,3.956,cubic
LuSbO3,1.03,0.76,-1.597,0.0,4.191,4.191,4.191,cubic
NdPuO3,1.27,0.83,-2.796,0.0,4.39,4.39,4.39,cubic
Tb2O3,1.1,0.84,-2.616,1.476,4.288,4.288,4.288,cubic
AuYbO3,0.93,0.95,-0.362,0.0,4.161,4.161,4.161,cubic
UFeO3,1.03,0.65,-2.256,0.0,3.898,3.898,3.898,cubic
InBO3,0.92,0.27,-1.122,0.0,3.43,3.43,3.43,cubic
PmErO3,1.14,0.89,-3.15,1.765,4.229,4.229,4.229,cubic
LuPdO3,1.03,0.75,-1.578,0.0,3.932,3.932,3.932,cubic
YTeO3,1.08,0.77,-1.446,0.0,4.233,4.233,4.233,cubic
ZrPdO3,0.89,0.75,-1.022,0.0,3.931,3.931,3.931,cubic
DyPuO3,1.08,0.83,-2.624,0.0,4.36,4.36,4.36,cubic
CdWO3,1.31,0.66,-1.682,0.0,3.95,3.95,3.95,cubic
BeHoO3,0.45,0.9,-1.127,0.0,4.222,4.222,4.222,cubic
YCaO3,1.08,1.0,-2.145,0.0,4.093,4.093,4.093,cubic
AgCdO3,1.28,0.95,0.174,0.0,4.126,4.126,4.126,cubic
CoWO3,0.61,0.66,-1.38,0.0,3.896,3.896,3.896,cubic
TiLuO3,0.74,0.86,-2.07,0.0,4.135,4.135,4.135,cubic
HgPrO3,1.14,0.92,-1.206,0.0,4.503,4.503,4.503,cubic
ErUO3,1.06,1.03,-2.528,0.0,4.383,4.383,4.383,cubic
PtTmO3,0.67,0.96,-0.992,0.0,4.243,4.243,4.243,cubic
BeTmO3,0.45,0.96,-1.202,0.0,4.181,4.181,4.181,cubic
YWO3,1.08,0.62,-2.211,0.0,3.962,3.962,3.962,cubic
DyUO3,1.19,0.89,-2.574,0.0,4.387,4.387,4.387,cubic
MnTmO3,0.96,0.96,-1.972,0.0,4.201,4.201,4.201,cubic
BInO3,0.27,0.8,0.501,0.0,4.123,4.123,4.123,cubic
LuBiO3,1.03,1.03,-1.379,0.0,4.357,4.357,4.357,cubic
MoAsO3,0.69,0.58,-0.399,0.0,3.881,3.881,3.881,cubic
RhHfO3,0.67,0.71,-1.79,0.0,4.055,4.055,4.055,cubic
PuSbO3,0.96,0.68,-1.915,0.0,4.215,4.215,4.215,cubic
SmNpO3,1.24,0.86,-2.694,0.0,4.418,4.418,4.418,cubic
MoHoO3,0.65,0.9,-1.236,0.0,4.247,4.247,4.247,cubic
TcCrO3,0.6,0.58,-0.987,0.0,3.804,3.804,3.804,cubic
ZrPuO3,0.89,0.83,-2.051,0.0,4.333,4.333,4.333,cubic
BiLiO3,1.38,0.76,-0.821,0.0,3.737,3.737,3.737,cubic
RuBO3,0.68,0.27,-0.446,0.0,3.356,3.356,3.356,cubic
DyInO3,1.08,0.8,-2.146,1.635,4.076,4.076,4.076,cubic
TbCaO3,0.88,1.0,-2.043,0.0,4.101,4.101,4.101,cubic
TiAuO3,0.74,0.93,-0.278,0.0,4.025,4.025,4.025,cubic
YNaO3,1.08,1.02,-1.435,0.0,3.927,3.927,3.927,cubic
CsBiO3,1.88,0.76,-1.219,0.0,4.365,4.365,4.365,cubic
PtCdO3,0.67,0.95,0.584,0.0,4.103,4.103,4.103,cubic
GaPdO3,0.62,0.75,-0.363,0.0,3.916,3.916,3.916,cubic
RhBO3,0.67,0.27,-0.449,0.0,3.367,3.367,3.367,cubic
ReSiO3,0.57,0.4,-0.803,0.0,3.635,3.635,3.635,cubic
InNdO3,0.92,0.98,-1.594,0.0,4.499,4.499,4.499,cubic
NpRuO3,0.98,0.62,-2.066,0.0,3.956,3.956,3.956,cubic
VCrO3,0.79,0.55,-1.686,0.0,3.733,3.733,3.733,cubic
PtTaO3,0.67,0.68,-1.535,0.0,3.97,3.97,3.97,cubic
VIrO3,0.79,0.63,-0.674,0.0,3.901,3.901,3.901,cubic
AgKO3,1.28,1.38,1.006,0.0,4.327,4.327,4.327,cubic
ZrNbO3,0.89,0.64,-2.02,0.0,4.006,4.006,4.006,cubic
NaReO3,1.39,0.58,-1.932,0.0,3.863,3.863,3.863,cubic
PbCeO3,1.49,0.87,-1.755,0.0,4.509,4.509,4.509,cubic
LaTbO3,1.36,0.92,-3.071,1.71,4.325,4.325,4.325,cubic
HgYbO3,1.14,0.95,-0.749,0.0,4.168,4.168,4.168,cubic
BSnO3,0.27,0.69,-0.053,0.0,4.031,4.031,4.031,cubic
MgThO3,0.89,0.94,-2.537,0.0,4.537,4.537,4.537,cubic
ErDyO3,1.06,0.91,-2.844,1.129,4.251,4.251,4.251,cubic
PtOsO3,0.67,0.57,-0.139,0.0,3.872,3.872,3.872,cubic
CrReO3,0.8,0.63,-1.478,0.0,3.881,3.881,3.881,cubic
IrHfO3,0.68,0.71,-1.384,0.0,4.055,4.055,4.055,cubic
NdThO3,1.35,0.94,-2.933,0.0,4.56,4.56,4.56,cubic
MgYO3,0.89,0.9,-2.002,0.0,4.272,4.272,4.272,cubic
TeCdO3,0.77,0.95,-0.091,0.0,4.138,4.138,4.138,cubic
KCsO3,1.64,1.67,-0.251,0.0,4.425,4.425,4.425,cubic
TeTcO3,0.77,0.6,-0.772,0.0,3.968,3.968,3.968,cubic
Zr2O3,0.89,0.72,-2.382,0.0,4.113,4.113,4.113,cubic
PmLaO3,1.14,1.03,-2.599,0.539,4.522,4.522,4.522,cubic
ScPaO3,0.87,0.91,-2.219,0.0,4.373,4.373,4.373,cubic
MoPmO3,0.73,0.97,-0.933,0.0,4.401,4.401,4.401,cubic
GaErO3,0.62,0.89,-1.666,0.0,4.304,4.304,4.304,cubic
CeNaO3,1.24,1.02,-1.629,0.0,4.016,4.016,4.016,cubic
MnMgO3,0.96,0.72,-1.349,0.0,3.818,3.818,3.818,cubic
ScTeO3,0.87,0.77,-1.235,0.0,4.187,4.187,4.187,cubic
AuFeO3,0.93,0.67,-0.396,0.0,3.809,3.809,3.809,cubic
ReMgO3,0.57,0.72,-0.505,0.0,3.713,3.713,3.713,cubic
HoTeO3,1.12,0.97,-1.395,0.0,4.23,4.23,4.23,cubic
AsFeO3,0.58,0.65,-0.747,0.0,3.798,3.798,3.798,cubic
WLaO3,0.66,1.03,-0.466,0.0,4.469,4.469,4.469,cubic
EuKO3,1.48,1.38,-0.646,0.0,4.234,4.234,4.234,cubic
TcSbO3,0.6,0.68,-0.53,0.0,4.072,4.072,4.072,cubic
GdMoO3,1.11,0.69,-2.33,0.0,3.958,3.958,3.958,cubic
WAlO3,0.66,0.54,-1.41,0.0,3.646,3.646,3.646,cubic
TiAsO3,0.67,0.58,-1.12,0.0,3.847,3.847,3.847,cubic
SnThO3,0.81,0.94,-2.51,0.645,4.567,4.567,4.567,cubic
TaSiO3,0.74,0.4,-1.291,0.0,3.612,3.612,3.612,cubic
PdPtO3,0.75,0.67,0.123,0.0,3.948,3.948,3.948,cubic
CrScO3,0.57,0.75,-2.009,0.0,4.019,4.019,4.019,cubic
PtPdO3,0.67,0.75,0.44,0.0,3.934,3.934,3.934,cubic
IrPrO3,0.68,0.99,-0.314,0.0,4.469,4.469,4.469,cubic
LaBO3,1.36,0.27,-2.441,2.138,3.592,3.592,3.592,cubic
DyRhO3,1.19,0.6,-1.855,0.0,3.912,3.912,3.912,cubic
WPaO3,0.63,0.91,-1.054,0.0,4.374,4.374,4.374,cubic
AlScO3,0.54,0.75,-1.867,0.0,3.974,3.974,3.974,cubic
ZrOsO3,0.89,0.57,-1.069,0.0,3.9,3.9,3.9,cubic
GdLuO3,1.11,0.86,-3.203,1.993,4.155,4.155,4.155,cubic
RhHgO3,0.61,1.11,0.719,0.0,4.136,4.136,4.136,cubic
CrSnO3,0.8,0.69,-1.374,0.0,4.01,4.01,4.01,cubic
UTbO3,1.03,0.92,-2.631,0.0,4.31,4.31,4.31,cubic
BaBeO3,1.61,0.45,-1.82,0.0,3.829,3.829,3.829,cubic
VBO3,0.64,0.27,-1.478,0.0,3.331,3.331,3.331,cubic
TbRuO3,1.1,0.57,-1.802,0.0,3.915,3.915,3.915,cubic
TlZnO3,1.7,0.74,-0.58,0.0,3.878,3.878,3.878,cubic
HfAuO3,0.83,0.93,-0.368,0.0,4.064,4.064,4.064,cubic
CaHgO3,1.34,1.11,-1.037,0.0,4.144,4.144,4.144,cubic
BCuO3,0.27,0.68,0.823,0.0,3.638,3.638,3.638,cubic
ThZrO3,1.21,0.72,-2.908,0.0,4.155,4.155,4.155,cubic
ZrCrO3,0.89,0.49,-2.191,0.0,3.78,3.78,3.78,cubic
InPaO3,0.92,0.91,-2.482,2.563,4.409,4.409,4.409,cubic
InPuO3,0.92,0.83,-2.137,0.0,4.358,4.358,4.358,cubic
ReTaO3,0.57,0.68,-1.059,0.0,4.002,4.002,4.002,cubic
NiReO3,0.69,0.63,-0.747,0.0,3.847,3.847,3.847,cubic
MgCoO3,0.89,0.53,-1.244,0.0,3.654,3.654,3.654,cubic
PuRuO3,0.96,0.62,-1.885,0.0,3.919,3.919,3.919,cubic
ErHfO3,1.06,0.71,-3.081,0.0,4.066,4.066,4.066,cubic
YbErO3,1.04,0.89,-2.823,0.0,4.214,4.214,4.214,cubic
ZnMgO3,0.9,0.72,-0.859,0.0,3.804,3.804,3.804,cubic
LaPaO3,1.36,0.91,-2.671,0.0,4.487,4.487,4.487,cubic
TaSmO3,0.74,0.96,-1.025,0.0,4.36,4.36,4.36,cubic
NaFeO3,1.39,0.67,-1.299,0.0,3.739,3.739,3.739,cubic
AsTaO3,0.58,0.68,-1.738,0.0,3.992,3.992,3.992,cubic
RuSmO3,0.62,0.96,-0.797,0.0,4.375,4.375,4.375,cubic
MgNaO3,0.89,1.02,-0.208,0.0,3.957,3.957,3.957,cubic
WNpO3,0.63,0.86,-0.93,0.0,4.298,4.298,4.298,cubic
CoCrO3,0.61,0.62,-1.201,0.0,3.731,3.731,3.731,cubic
SbIrO3,0.76,0.68,-0.531,0.0,3.968,3.968,3.968,cubic
AsGdO3,0.58,0.94,-1.22,0.0,4.332,4.332,4.332,cubic
AlSiO3,0.54,0.4,-1.991,0.0,3.53,3.53,3.53,cubic
IrErO3,0.68,0.89,-0.717,0.0,4.239,4.239,4.239,cubic
MoAlO3,0.69,0.54,-1.718,0.0,3.646,3.646,3.646,cubic
TaOsO3,0.74,0.57,-0.224,0.0,3.895,3.895,3.895,cubic
NdCdO3,1.27,0.95,-1.764,0.0,4.121,4.121,4.121,cubic
ZnCuO3,0.9,0.68,-0.352,0.0,3.68,3.68,3.68,cubic
EuSiO3,1.12,0.4,-3.283,3.989,3.593,3.593,3.593,cubic
VCoO3,0.79,0.53,-1.09,0.0,3.633,3.633,3.633,cubic
TeZrO3,0.97,0.72,-1.913,0.0,4.173,4.173,4.173,cubic
PrNdO3,1.18,0.98,-2.732,1.091,4.472,4.472,4.472,cubic
PdRhO3,0.86,0.6,-0.137,0.0,3.876,3.876,3.876,cubic
IrNbO3,0.68,0.72,-0.984,0.0,3.989,3.989,3.989,cubic
PaReO3,0.95,0.57,-1.293,0.0,3.975,3.975,3.975,cubic
VCuO3,0.72,0.68,-0.814,0.0,3.665,3.665,3.665,cubic
CoGaO3,0.61,0.62,-0.873,0.0,3.779,3.779,3.779,cubic
OsYbO3,0.57,0.95,0.001,0.0,4.125,4.125,4.125,cubic
PtRhO3,0.67,0.61,0.171,0.0,3.887,3.887,3.887,cubic
BNbO3,0.27,0.64,-1.19,1.744,3.968,3.968,3.968,cubic
AsMnO3,0.58,0.53,-0.981,0.0,3.787,3.787,3.787,cubic
SiBaO3,0.4,1.35,-0.088,0.0,4.577,4.577,4.577,cubic
ReDyO3,0.57,0.99,-0.674,0.0,4.273,4.273,4.273,cubic
ThSiO3,1.21,0.4,-2.362,0.0,3.881,3.881,3.881,cubic
NdDyO3,1.27,0.91,-3.089,1.704,4.285,4.285,4.285,cubic
HoTmO3,1.12,0.96,-3.038,1.806,4.186,4.186,4.186,cubic
NpEuO3,0.98,1.06,-2.382,0.0,4.28,4.28,4.28,cubic
SbSnO3,0.68,0.69,-1.142,0.0,4.086,4.086,4.086,cubic
ZrYO3,0.89,0.9,-2.126,0.0,4.243,4.243,4.243,cubic
SmOsO3,1.24,0.57,-1.788,0.0,3.953,3.953,3.953,cubic
SiLiO3,0.4,0.76,-0.177,0.0,3.473,3.473,3.473,cubic
RbHgO3,1.72,1.11,-0.276,0.0,4.29,4.29,4.29,cubic
LuHfO3,1.03,0.71,-3.008,0.0,4.066,4.066,4.066,cubic
PrSrO3,1.18,1.18,-1.946,0.0,4.391,4.391,4.391,cubic
KReO3,1.64,0.58,-1.92,0.0,3.914,3.914,3.914,cubic
CoHfO3,0.9,0.71,-2.152,0.0,4.04,4.04,4.04,cubic
PmNdO3,1.14,0.98,-2.654,1.156,4.462,4.462,4.462,cubic
BiAuO3,1.38,0.93,-0.353,0.0,4.129,4.129,4.129,cubic
PbNdO3,1.49,0.98,-1.859,0.0,4.48,4.48,4.48,cubic
CePuO3,1.24,0.83,-2.856,0.0,4.382,4.382,4.382,cubic
RuHoO3,0.62,0.9,-1.017,0.0,4.252,4.252,4.252,cubic
PaGeO3,0.95,0.63,-1.514,0.0,3.923,3.923,3.923,cubic
SrWO3,1.44,0.66,-2.596,0.0,3.993,3.993,3.993,cubic
AcThO3,1.12,0.94,-3.113,0.0,4.6,4.6,4.6,cubic
CrYO3,0.57,0.9,-1.668,0.0,4.331,4.331,4.331,cubic
RhTbO3,0.67,0.92,-0.863,0.0,4.312,4.312,4.312,cubic
HfSmO3,0.83,1.22,-1.688,0.0,4.359,4.359,4.359,cubic
PdThO3,0.86,0.94,-1.746,0.0,4.507,4.507,4.507,cubic
Rb2O3,1.72,1.52,0.123,0.0,4.587,4.587,4.587,cubic
SiThO3,0.4,0.94,-1.914,0.0,4.541,4.541,4.541,cubic
AlRuO3,0.54,0.68,-0.871,0.0,3.87,3.87,3.87,cubic
GePdO3,0.73,0.62,-0.349,0.0,3.925,3.925,3.925,cubic
LiGdO3,0.92,0.94,-1.839,0.0,4.39,4.39,4.39,cubic
IrCeO3,0.68,1.01,-0.255,0.0,4.511,4.511,4.511,cubic
HoCeO3,1.12,0.87,-2.274,0.0,4.532,4.532,4.532,cubic
CdCsO3,1.31,1.67,0.302,0.0,4.436,4.436,4.436,cubic
LuThO3,1.03,0.94,-2.682,0.0,4.553,4.553,4.553,cubic
ErWO3,1.06,0.66,-2.147,0.0,3.955,3.955,3.955,cubic
RuCdO3,0.62,0.95,0.421,0.0,4.083,4.083,4.083,cubic
TePmO3,0.77,0.97,-1.277,0.0,4.461,4.461,4.461,cubic
PrTeO3,1.18,0.97,-1.633,0.0,4.266,4.266,4.266,cubic
AuErO3,0.93,0.89,-1.129,0.0,4.3,4.3,4.3,cubic
NdBeO3,1.27,0.45,-2.709,0.0,3.627,3.627,3.627,cubic
RbPbO3,1.72,0.99,-1.009,0.0,4.349,4.349,4.349,cubic
BaGaO3,1.61,0.62,-2.147,0.0,4.023,4.023,4.023,cubic
NbBiO3,0.79,0.76,-0.367,0.0,4.282,4.282,4.282,cubic
NdHoO3,1.27,0.9,-3.137,1.702,4.262,4.262,4.262,cubic
CsZrO3,1.88,0.72,-2.502,0.0,4.299,4.299,4.299,cubic
MnCrO3,0.96,0.55,-1.739,0.0,3.751,3.751,3.751,cubic
GeNiO3,0.73,0.48,-0.525,0.0,3.701,3.701,3.701,cubic
BeDyO3,0.45,0.99,-1.094,0.0,4.243,4.243,4.243,cubic
NdSbO3,1.27,0.76,-1.914,0.0,4.238,4.238,4.238,cubic
ReTcO3,0.57,0.6,-0.107,0.0,3.903,3.903,3.903,cubic
TcTaO3,0.6,0.68,-1.579,0.0,3.985,3.985,3.985,cubic
RuLuO3,0.62,0.86,-1.162,0.0,4.172,4.172,4.172,cubic
PtHoO3,0.67,0.9,-0.914,0.0,4.289,4.289,4.289,cubic
MnZnO3,0.96,0.74,-0.867,0.0,3.795,3.795,3.795,cubic
CaUO3,1.34,0.89,-2.95,0.0,4.401,4.401,4.401,cubic
IrWO3,0.68,0.66,-0.656,0.0,3.909,3.909,3.909,cubic
UPaO3,1.17,0.91,-2.447,0.0,4.489,4.489,4.489,cubic
TeFeO3,0.97,0.59,-0.808,0.0,3.888,3.888,3.888,cubic
PtSiO3,0.67,0.4,-1.065,0.0,3.597,3.597,3.597,cubic
EuAlO3,1.12,0.54,-3.105,0.0,3.724,3.724,3.724,cubic
LuHgO3,1.03,1.11,-1.018,0.0,4.169,4.169,4.169,cubic
NdNpO3,1.27,0.86,-2.752,0.0,4.412,4.412,4.412,cubic
ZnGaO3,0.9,0.62,-0.976,0.0,3.779,3.779,3.779,cubic
TbAsO3,1.1,0.58,-1.802,0.0,3.994,3.994,3.994,cubic
IrScO3,0.68,0.75,-0.919,0.0,4.006,4.006,4.006,cubic
ReSbO3,0.57,0.68,-0.026,0.0,4.095,4.095,4.095,cubic
ScMnO3,0.87,0.62,-2.257,0.0,3.766,3.766,3.766,cubic
TlOsO3,1.7,0.57,-0.979,0.0,3.962,3.962,3.962,cubic
PtFeO3,0.67,0.67,-0.244,0.0,3.802,3.802,3.802,cubic
UAsO3,1.03,0.58,-1.816,0.0,4.031,4.031,4.031,cubic
LuMgO3,1.03,0.72,-2.506,0.0,3.772,3.772,3.772,cubic
EuBO3,1.48,0.27,-2.082,0.0,3.469,3.469,3.469,cubic
ErMgO3,1.06,0.72,-2.572,0.0,3.79,3.79,3.79,cubic
IrPdO3,0.68,0.76,0.627,0.0,3.926,3.926,3.926,cubic
ErSnO3,1.06,0.69,-1.956,0.0,4.092,4.092,4.092,cubic
NiCrO3,0.69,0.55,-1.078,0.0,3.708,3.708,3.708,cubic
AuCoO3,0.93,0.63,-0.071,0.0,3.756,3.756,3.756,cubic
GaSiO3,0.62,0.4,-1.882,0.0,3.546,3.546,3.546,cubic
MgRbO3,0.89,1.52,0.246,0.0,4.252,4.252,4.252,cubic
LiTlO3,0.92,1.2,-0.393,0.0,4.196,4.196,4.196,cubic
SmWO3,1.32,0.66,-2.296,0.0,3.975,3.975,3.975,cubic
InZnO3,0.92,0.74,-0.823,0.0,3.816,3.816,3.816,cubic
CsBO3,1.88,0.27,-0.208,0.0,3.697,3.697,3.697,cubic
YCdO3,1.08,0.95,-1.598,0.0,4.093,4.093,4.093,cubic
RhGdO3,0.67,0.94,-0.957,0.0,4.334,4.334,4.334,cubic
SmCdO3,1.24,0.95,-1.709,0.0,4.108,4.108,4.108,cubic
ZrVO3,0.89,0.54,-2.208,0.0,3.814,3.814,3.814,cubic
RbReO3,1.72,0.58,-1.807,0.0,3.956,3.956,3.956,cubic
WMnO3,0.66,0.65,-0.567,0.0,3.803,3.803,3.803,cubic
TbCeO3,1.1,0.87,-2.207,0.308,4.536,4.536,4.536,cubic
GePuO3,0.63,0.83,-1.948,0.0,4.341,4.341,4.341,cubic
SmNaO3,1.24,1.02,-1.535,0.0,3.955,3.955,3.955,cubic
IrCuO3,0.68,0.54,0.431,0.0,3.686,3.686,3.686,cubic
AcCeO3,1.12,0.94,-2.864,1.439,4.581,4.581,4.581,cubic
BaZrO3,1.61,0.72,-3.477,3.108,4.225,4.225,4.225,cubic
HfScO3,0.83,0.75,-2.424,0.0,3.939,3.939,3.939,cubic
TcPrO3,0.6,0.92,-0.835,0.0,4.458,4.458,4.458,cubic
TaLuO3,0.74,0.86,-1.546,0.0,4.119,4.119,4.119,cubic
TeMnO3,0.97,0.53,-1.028,0.0,3.878,3.878,3.878,cubic
AgNdO3,1.28,0.98,-1.152,0.0,4.453,4.453,4.453,cubic
ThZnO3,1.21,0.74,-2.594,0.0,3.915,3.915,3.915,cubic
PrPbO3,1.18,0.99,-1.686,0.0,4.239,4.239,4.239,cubic
Eu2O3,1.12,0.95,-2.199,0.0,4.2,4.2,4.2,cubic
ErPdO3,1.06,0.75,-1.67,0.0,3.942,3.942,3.942,cubic
RbCaO3,1.72,1.0,-1.158,0.0,4.464,4.464,4.464,cubic
DyMoO3,1.19,0.65,-2.278,0.0,3.951,3.951,3.951,cubic
GeAuO3,0.63,0.93,-0.054,0.0,4.038,4.038,4.038,cubic
ZnHoO3,0.9,0.9,-1.483,0.0,4.254,4.254,4.254,cubic
PuCdO3,0.96,0.95,-1.589,0.0,4.131,4.131,4.131,cubic
ErLuO3,1.06,0.86,-3.092,0.987,4.14,4.14,4.14,cubic
SbSmO3,0.68,0.96,-1.568,0.0,4.416,4.416,4.416,cubic
DyNdO3,1.08,0.98,-2.487,0.497,4.448,4.448,4.448,cubic
NpDyO3,0.98,0.99,-3.136,1.742,4.288,4.288,4.288,cubic
SiPtO3,0.4,0.67,-0.143,0.0,3.943,3.943,3.943,cubic
ErTeO3,1.06,0.77,-1.368,0.0,4.229,4.229,4.229,cubic
OsPrO3,0.57,0.92,-0.206,0.0,4.472,4.472,4.472,cubic
BeErO3,0.45,0.89,-1.158,0.0,4.203,4.203,4.203,cubic
ThMoO3,1.21,0.65,-2.309,0.0,4.002,4.002,4.002,cubic
AsIrO3,0.58,0.63,-0.244,0.0,3.907,3.907,3.907,cubic
